investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
Accident,FTW83FA039,1982-11-21,"HENNESSEY, OK",United States,,,,RACER PRIVATE,Fatal(3),Destroyed,Airplane,N9816W,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,21-11-1983
Accident,LAX83LUJ05,1982-11-21,"TUCSON, AZ",United States,,,,,Non-Fatal,Substantial,Helicopter,N73991,Bell,47G-3B-1,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,21-11-1983
Accident,LAX83FUD01,1982-11-21,"PASADENA, CA",United States,,,,,Non-Fatal,Substantial,Helicopter,N6324X,Bell,47D1,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,21-11-1983
Accident,FTW83LA045,1982-11-21,"MCKINNEY, TX",United States,,,TKI,MCKINNEY MUNI.,Non-Fatal,Substantial,Airplane,N6409M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,21-11-1983
Accident,CHI83LA047,1982-11-21,"BATESVILLE, IN",United States,,,HLB,BATESVILLE,Non-Fatal,Substantial,Airplane,N4503R,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,21-11-1983
Accident,CHI83LA046,1982-11-21,"MILAN, MI",United States,,,5D7,MILAN,Non-Fatal,Substantial,Airplane,N8836K,Stinson,108,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,21-11-1983
Accident,CHI83LA045,1982-11-21,"WONEWOC, WI",United States,,,4D1,THREE CASTLES,Non-Fatal,Substantial,Airplane,N22WB,Pitts,S1S,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,21-11-1983
Accident,ANC83LA014,1982-11-21,"ANCHORAGE, AK",United States,,,,ANCHORAGE,Non-Fatal,Substantial,Airplane,N7964V,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,21-11-1983
Accident,FTW83LA047,1982-11-21,"VINTON, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N18632,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,0.0,UNK,Cruise,Probable Cause,21-11-1983
Accident,LAX83LUQ02,1982-11-22,"SANTA BARBARA, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N222W,Stinson,108,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Unknown,Probable Cause,22-11-1983
Incident,FTW83IA044,1982-11-22,"LITTLE ROCK, AR",United States,,,LIT,ADAMS,Incident,Minor,Airplane,N846AA,Boeing,727-223,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,American Airlines,0.0,0.0,0.0,23.0,IMC,Landing,Probable Cause,22-11-1983
Accident,DEN83FTE04,1982-11-22,"ENGLEWOOD, CO",United States,,,,,Fatal(2),Destroyed,Helicopter,N4KF,Scorpion,133,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,22-11-1983
Accident,MIA83LA032,1982-11-22,"NEAR ST. CLOUD, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N26857,Beagle Aircraft,206,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,22-11-1983
Accident,DEN83LA024,1982-11-22,"ERIE, CO",United States,,,48V,ERIE TRI COUNTY,Non-Fatal,Substantial,Airplane,N9611S,Bellanca,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,22-11-1983
Accident,ATL83LA043,1982-11-22,"SPARTANBURG, SC",United States,,,,SPARTANBURG DOWNTOWN AP.,Non-Fatal,Substantial,Airplane,N27SS,Aerosport,CHAMP,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,22-11-1983
Accident,ANC83LA017,1982-11-22,"CORDOVA, AK",United States,,,CDV,CORDOVA-MILE 13,Non-Fatal,Substantial,Airplane,N1461A,Piper,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,22-11-1983
Accident,ANC83LA016,1982-11-22,"NAKNEK, AK",United States,,,5NK,NAKNEK SEAPLANE,Non-Fatal,Substantial,Airplane,N2974C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,22-11-1983
Accident,FTW83FA043,1982-11-22,BUCCANEER OIL F,,,,,,Fatal(1),Substantial,Helicopter,N144AL,Bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,22-11-1983
Accident,ATL83FA046,1982-11-23,"CULLMAN, AL",United States,,,3A1,FOLSOM,Fatal(2),Destroyed,Airplane,N18411,Beech,95-B55,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Central American Inter'l Inc.,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,23-11-1983
Accident,ATL83FA045,1982-11-23,"EDGEWATER, MD",United States,,,AND,LEE,Non-Fatal,Substantial,Airplane,N2806V,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,23-11-1983
Accident,ATL83FA044,1982-11-23,"ALABASTER, AL",United States,,,,SHELBY COUNTY,Non-Fatal,Substantial,Helicopter,N90218,Robinson,R-22,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,23-11-1983
Accident,LAX83FA050,1982-11-24,"WILLIAMS, AZ",United States,,,,,Fatal(4),Destroyed,Airplane,N14748,Bellanca,17-30A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,24-11-1983
Accident,DEN83FTM03,1982-11-24,"TREMONTON, UT",United States,,,,,Fatal(3),Destroyed,Airplane,N6011N,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,24-11-1983
Accident,NYC83LA031,1982-11-24,"MIDDLETOWN, PA",United States,,,MDT,OLMSTED FIELD,Non-Fatal,Substantial,Airplane,N5223V,Cessna,172RG,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,24-11-1983
Accident,MIA83LA041,1982-11-24,"TITUSVILLE, FL",United States,,,X21,DUNN AIRPARK,Non-Fatal,Substantial,Airplane,N2727T,Beech,35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-11-1983
Accident,CHI83LA048,1982-11-24,"ROCKFORD, IL",United States,,,RFD,ROCKFORD,Non-Fatal,Substantial,Airplane,N6348B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,24-11-1983
Accident,MKC83FA025,1982-11-25,"OXFORD, NE",United States,,,,,Fatal(3),Destroyed,Airplane,N79173,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-1983
Accident,LAX83FVG04,1982-11-25,"LINCOLN, CA",United States,,,051,LINCOLN MUNICIPAL AIRPORT,Fatal(2),Destroyed,Airplane,N1411Q,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-11-1983
Accident,DEN83FTK02,1982-11-25,"BRYANT, SD",United States,,,,,Fatal(5),Destroyed,Airplane,N94657,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,5.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-1983
Accident,MKC83LA026,1982-11-25,"ST. CHARLES, MO",United States,,,3SQ,ST. CHARLES,Non-Fatal,Substantial,Airplane,N9582J,Piper,PA28-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Descent,Probable Cause,25-11-1983
Accident,CHI83LA043,1982-11-25,"RED WING, MN",United States,,,,,Non-Fatal,Substantial,Airplane,N18236,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,25-11-1983
Accident,ATL83LA047,1982-11-25,"BEDFORD, VA",United States,,,,,Non-Fatal,Substantial,Airplane,N60631,Cessna,150J,Yes,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,25-11-1983
Accident,ATL83FIJ01,1982-11-25,"MAN, WV",United States,,,,,Fatal(2),Substantial,Airplane,N8249K,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,25-11-1983
Accident,ANC83LA019,1982-11-25,"ANCHORAGE, AK",United States,,,LHD,LAKE HOOD,Non-Fatal,Substantial,Airplane,N4226H,Piper,PA-14,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-1983
Accident,MIA83LA035,1982-11-26,"NEAR OCALA, FL",United States,,,,,Non-Fatal,Destroyed,Airplane,N2VB,Maule,M-5-220C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,26-11-1983
Accident,LAX83FVG03,1982-11-26,"LINCOLN, CA",United States,,,051,LINCOLN MUNICIPAL,Fatal(2),Destroyed,Airplane,N1949H,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,26-11-1983
Accident,NYC83FA032,1982-11-26,"MOUNT ALTON, PA",United States,,,BFD,BRADFORD REGIONAL,Non-Fatal,Substantial,Airplane,N9511H,Cessna,172H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,26-11-1983
Accident,MKC83LA027,1982-11-26,"NEOSHO, MO",United States,,,EOS,NEOSHO MEMORIAL,Non-Fatal,Substantial,Airplane,N88LG,Rockwell International,700,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,26-11-1983
Accident,LAX83LA043,1982-11-26,"GLENDALE, AZ",United States,,,P37,GLENDALE,Non-Fatal,Substantial,Airplane,N5251G,Continental,305,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-11-1983
Accident,LAX83LA039,1982-11-26,"EL MONTE, CA",United States,,,EMT,EL MONTE,Non-Fatal,Substantial,Airplane,N9504X,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,26-11-1983
Accident,DEN83LA025,1982-11-26,"AFTON, WY",United States,,,AFO,AFTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N24378,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-11-1983
Accident,ATL83FKG05,1982-11-26,"PINE MOUTAIN, GA",United States,,,PIM,CALLAWAY GARDENS,Non-Fatal,Substantial,Airplane,N8451R,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,26-11-1983
Accident,SEA83LA025,1982-11-26,"GUSTAVUS, AK",United States,,,GST,GUSTAVUS,Non-Fatal,Substantial,Airplane,N6104J,Piper,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Layton A . Bennett,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-11-1983
Accident,LAX83FA040,1982-11-27,"10 M.N. OF GILR, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N6049B,Beech,23,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,27-11-1983
Accident,CHI83FA049,1982-11-27,"SPENCER, WI",United States,,,,,Fatal(2),Destroyed,Airplane,N4110E,Aeronca,11CC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,27-11-1983
Accident,ATL83FKM01,1982-11-27,"NEAR MAIDER, NC",United States,,,,,Fatal(1),Destroyed,Airplane,N53460,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,27-11-1983
Accident,MIA83LA039,1982-11-27,"FT. MYERS, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N25341,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,27-11-1983
Accident,MIA83LA038,1982-11-27,"PLYMOUTH, FL",United States,,,X04,ORLANDO NORTH,Non-Fatal,Substantial,Airplane,N93286,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,27-11-1983
Accident,MIA83FA036,1982-11-27,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,Airplane,HK284,Boeing,707-323C,No,4.0,Turbo Fan,Part 129: Foreign,SCHD,Unknown,Aerotal Ltda.,0.0,0.0,0.0,116.0,VMC,Takeoff,Probable Cause,27-11-1983
Accident,MKC83FA028,1982-11-28,"KANSAS CITY, MO",United States,,,,,Fatal(2),Destroyed,Airplane,N8189H,Piper,PA-34,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-11-1983
Accident,LAX83FUG07,1982-11-28,"NEAR RIALTO, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N3579E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-11-1983
Accident,LAX83FA047,1982-11-28,"12NM EAST OF AN, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N737LA,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-11-1983
Accident,LAX83FA042,1982-11-28,"RAMONA, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N67707,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-11-1983
Accident,LAX83FA041,1982-11-28,"13 SE OF LINDEN, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N732BQ,Cessna,T210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-11-1983
Accident,ATL83FID02,1982-11-28,"CHESAPEAKE, VA",United States,,,,HAMPTON ROADS,Fatal(2),Destroyed,Airplane,N9025C,Piper,PA-28R,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,1.0,0.0,0.0,IMC,Takeoff,Probable Cause,28-11-1983
Accident,NYC83FA033,1982-11-28,"WILLIAMSPORT, PA",United States,,,IPT,,Non-Fatal,Substantial,Airplane,N1498U,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,UNK,Climb,Probable Cause,28-11-1983
Accident,MIA83LA040,1982-11-28,"LOWELL, FL",United States,,,9X5,LEE FARMS,Non-Fatal,Substantial,Airplane,N79412,Cessna,172J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,28-11-1983
Accident,FTW83DA046,1982-11-28,"CORSICANA, TX",United States,,,CRS,CORSICANA AIRPORT,Non-Fatal,Substantial,Airplane,N8080P,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,2.0,VMC,Cruise,Probable Cause,28-11-1983
Accident,ATL83FKG03,1982-11-28,"STONE MOUNTAIN, GA",United States,,,,,Non-Fatal,Substantial,Airplane,N66103,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,IMC,Cruise,Probable Cause,28-11-1983
Accident,NYC83FA035,1982-11-29,"AUBURN, NY",United States,,,,,Fatal(2),Destroyed,Airplane,N13213,Mooney,M20B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,29-11-1983
Accident,NYC83FA034,1982-11-29,"HAZLETON, PA",United States,,,HZL,HAZLETON MUNICIPAL,Fatal(2),Destroyed,Airplane,N2014D,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,29-11-1983
Accident,FTW83LA049,1982-11-30,"ADDISON, TX",United States,,,ADS,ADDISON,Non-Fatal,Destroyed,Airplane,N6718S,Cessna,150H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,30-11-1983
Accident,DEN83FA027,1982-11-30,"SIOUX FALLS, SD",United States,,,FSD,JOE FOSS FIELD,Fatal(2),Destroyed,Airplane,N4721P,Cessna,P210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,1.0,0.0,0.0,IMC,Approach,Probable Cause,30-11-1983
Accident,FTW83LA048,1982-11-30,"EL PASO, TX",United States,,,TX04,WEST TEXAS AIRPORT,Non-Fatal,Substantial,Airplane,N2521N,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-11-1983
Accident,ANC83LA020,1982-11-30,"BREVIG MISSION, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N3675P,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,30-11-1983
Accident,NYC83LA036,1982-11-30,"NEW HAVEN, CT",United States,,,HVN,NEW HAVEN,Non-Fatal,Substantial,Airplane,N141PM,Fokker,F-27-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pilgrim Airlines,0.0,0.0,0.0,20.0,VMC,Taxi,Probable Cause,30-11-1983
Accident,NYC83FA037,1982-12-01,"DOUGLASSVILLE, PA",United States,,,N47,POTTSTOWN MUNICIPAL,Fatal(3),Destroyed,Airplane,N32750,Piper,PA-32-260,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Basco Flying Service, Inc.",3.0,2.0,0.0,0.0,IMC,Go-around,Probable Cause,01-12-1983
Accident,CHI83FA050,1982-12-01,"MEDINA, OH",United States,,,FDM,FREEDOM FIELD,Fatal(1),Destroyed,Airplane,N29528,Cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,01-12-1983
Accident,SEA83LA026,1982-12-01,"HOOD RIVER, OR",United States,,,4S2,HOOD RIVER,Non-Fatal,Substantial,Airplane,N9415K,Stinson,108-2,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,01-12-1983
Accident,DEN83LA029,1982-12-01,"MILES CITY, MT",United States,,,17LS,MILES CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N30RA,Cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Philip O. Petrik,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,01-12-1983
Accident,DEN83LA028,1982-12-01,"SANTA RITA, MT",United States,,,,SANTA RITA,Non-Fatal,Substantial,Airplane,N2066J,Cessna,T188C,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-12-1983
Accident,LAX83FUJ04,1982-12-02,"DOUGLAS, AZ",United States,,,,,Fatal(1),Destroyed,Airplane,N55118,Piper,PA-32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,02-12-1983
Accident,NYC83LA038,1982-12-02,"NORTH CALDWELL, NY",United States,,,,ESSEX CO.,Non-Fatal,Substantial,Airplane,N6871V,Mooney,M20F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,2.0,VMC,Approach,Probable Cause,02-12-1983
Accident,NYC83FNA01,1982-12-02,"MARSTONS MILLS, MA",United States,,,,CAPE COD,Fatal(1),Substantial,Airplane,N1433Q,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,02-12-1983
Accident,LAX83LA049,1982-12-02,"PALO ALTO, CA",United States,,,PAO,PALO ALTO,Non-Fatal,Substantial,Airplane,N8292Y,Piper,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-12-1983
Accident,FTW83LA076,1982-12-02,"AUSTIN, TX",United States,,,3R9,AUSTIN-LAKEWAY,Non-Fatal,Substantial,Airplane,N4326C,Cessna,340A,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,02-12-1983
Accident,FTW83LA050,1982-12-02,"VENICE, LA",United States,,,53LA,SHELL SPB,Non-Fatal,Substantial,Airplane,N1829R,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Southern Seaplanes,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,02-12-1983
Accident,NYC83FA039,1982-12-03,"MONTICELLO, NY",United States,,,MSV,SULLIVAN COUNTY INT'L.,Non-Fatal,Substantial,Airplane,N4073Q,Cessna,401,No,2.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,IMC,Go-around,Probable Cause,03-12-1983
Accident,ATL83FKG04,1982-12-03,"HAMPTON, GA",United States,,,4A7,BEAR CREEK,Non-Fatal,Substantial,Airplane,N7728M,Mooney,M22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,03-12-1983
Accident,MKC83LA031,1982-12-04,"NEAR VICHY, MO",United States,,,,,Non-Fatal,Destroyed,Airplane,N60171,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,1.0,0.0,IMC,Cruise,Probable Cause,04-12-1983
Accident,CHI83FA068,1982-12-04,"DEWITT, MI",United States,,,,,Fatal(1),Destroyed,Airplane,N918JS,Cgs Aviation,HAWK,Yes,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,04-12-1983
Accident,ATL83FLG02,1982-12-04,"HILTON HEAD, SC",United States,,,,HILTON HEAD,Non-Fatal,Destroyed,Airplane,N36447,Piper,32RT-300T,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,04-12-1983
Accident,MKC83FA032,1982-12-04,"KANSAS CITY, MO",United States,,,MCI,KANSAS CITY INT'L AIRPORT,Non-Fatal,Substantial,Airplane,N4094L,Cessna,340,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,04-12-1983
Accident,LAX83LA045,1982-12-04,"PEORIA, AZ",United States,,,P37,GLENDALE AIRPORT,Non-Fatal,Substantial,Airplane,N195JB,Cessna,195B,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,04-12-1983
Accident,NYC83FHA02,1982-12-05,"ROCKY HILL, NJ",United States,,,,PRINCETON,Non-Fatal,Destroyed,Airplane,N2366R,Cessna,182G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,3.0,0.0,0.0,VMC,Landing,Probable Cause,05-12-1983
Accident,LAX83FA048,1982-12-05,"RIVERSIDE, CA",United States,,,,,Fatal(1),Destroyed,Unknown,N1182Z,Varieze,RUATAN,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,05-12-1983
Incident,ATL83IA053,1982-12-05,"WASHINGTON, DC",United States,,,,DCA,Incident,Minor,Airplane,N501BC,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,05-12-1983
Incident,ATL83IA050,1982-12-05,"WINSTON-SALEM, NC",United States,,,INT,SMITH REYNOLDS,Incident,Minor,Airplane,N798N,Boeing,737-201,No,2.0,Turbo Fan,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,05-12-1983
Accident,FTW83LA052,1982-12-05,"GARLAND, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N6745W,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,05-12-1983
Accident,DEN83LA030,1982-12-05,"OLATHE, CO",United States,,,,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N3273U,Cessna,182F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,05-12-1983
Accident,CHI83LA052,1982-12-05,"FOSTORIA, OH",United States,,,5G3,FOSTORIA MUNICIPAL,Non-Fatal,Substantial,Airplane,N7399A,Cessna,A150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,05-12-1983
Accident,ATL83LA051,1982-12-05,"ATKINSON, NC",United States,,,PVT,NEWTON FIELD,Non-Fatal,Substantial,Airplane,N57423,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,05-12-1983
